Ore Name,ItemStack,Item ID,Wildcard,Mod
blockBlackSteel,1xtile.metal.block.fantasy.block@3,Metallurgy:fantasy.block,false,Metallurgy
blockBlutonium,1xtile.brMetal.0@3,BigReactors:BRMetalBlock,false,BigReactors
blockBrass,1xtile.metal.block.precious.block@3,Metallurgy:precious.block,false,Metallurgy
blockBrass,1xtile.steamcraft:blockBrass@0,Steamcraft:blockBrass,false,Steamcraft
blockBronze,1xtile.thermalfoundation.storage@9,ThermalFoundation:Storage,false,ThermalFoundation
blockBronze,1xtile.for.resourceStorage@3,Forestry:resourceStorage,false,Forestry
blockBronze,1xtile.metal.block.base.block@3,Metallurgy:base.block,false,Metallurgy
blockBronze,1xtile.tconstruct.metalblock@4,TConstruct:MetalBlock,false,TConstruct
blockBronze,1xtile.BasicBlock@1,Mekanism:BasicBlock,false,Mekanism
blockCarmot,1xtile.metal.block.fantasy.block@6,Metallurgy:fantasy.block,false,Metallurgy
blockCelenegil,1xtile.metal.block.fantasy.block@12,Metallurgy:fantasy.block,false,Metallurgy
blockCeruclase,1xtile.metal.block.nether.block@5,Metallurgy:nether.block,false,Metallurgy
blockCharcoal,1xtile.metal.block.extra.storage.block@0,Metallurgy:extra.storage.block,false,Metallurgy
blockCharcoal,1xtile.BasicBlock@3,Mekanism:BasicBlock,false,Mekanism
blockCloth,1xtile.cloth@32767,minecraft:wool,true,minecraft
blockClothRock,1xtile.thermalexpansion.rockwool@32767,ThermalExpansion:Rockwool,true,ThermalExpansion
blockCoal,1xtile.blockCoal@0,minecraft:coal_block,false,minecraft
blockCoal,1xtile.extrautils:color_blockCoal@0,ExtraUtilities:color_blockCoal,false,ExtraUtilities
blockCoal,1xtile.extrautils:color_blockCoal@1,ExtraUtilities:color_blockCoal,false,ExtraUtilities
blockCoal,1xtile.extrautils:color_blockCoal@2,ExtraUtilities:color_blockCoal,false,ExtraUtilities
blockCoal,1xtile.extrautils:color_blockCoal@3,ExtraUtilities:color_blockCoal,false,ExtraUtilities
blockCoal,1xtile.extrautils:color_blockCoal@4,ExtraUtilities:color_blockCoal,false,ExtraUtilities
blockCoal,1xtile.extrautils:color_blockCoal@5,ExtraUtilities:color_blockCoal,false,ExtraUtilities
blockCoal,1xtile.extrautils:color_blockCoal@6,ExtraUtilities:color_blockCoal,false,ExtraUtilities
blockCoal,1xtile.extrautils:color_blockCoal@7,ExtraUtilities:color_blockCoal,false,ExtraUtilities
blockCoal,1xtile.extrautils:color_blockCoal@8,ExtraUtilities:color_blockCoal,false,ExtraUtilities
blockCoal,1xtile.extrautils:color_blockCoal@9,ExtraUtilities:color_blockCoal,false,ExtraUtilities
blockCoal,1xtile.extrautils:color_blockCoal@10,ExtraUtilities:color_blockCoal,false,ExtraUtilities
blockCoal,1xtile.extrautils:color_blockCoal@11,ExtraUtilities:color_blockCoal,false,ExtraUtilities
blockCoal,1xtile.extrautils:color_blockCoal@12,ExtraUtilities:color_blockCoal,false,ExtraUtilities
blockCoal,1xtile.extrautils:color_blockCoal@13,ExtraUtilities:color_blockCoal,false,ExtraUtilities
blockCoal,1xtile.extrautils:color_blockCoal@14,ExtraUtilities:color_blockCoal,false,ExtraUtilities
blockCoal,1xtile.extrautils:color_blockCoal@15,ExtraUtilities:color_blockCoal,false,ExtraUtilities
blockCoalBlack,1xtile.extrautils:color_blockCoal@0,ExtraUtilities:color_blockCoal,false,ExtraUtilities
blockCoalBlue,1xtile.extrautils:color_blockCoal@4,ExtraUtilities:color_blockCoal,false,ExtraUtilities
blockCoalBrown,1xtile.extrautils:color_blockCoal@3,ExtraUtilities:color_blockCoal,false,ExtraUtilities
blockCoalCyan,1xtile.extrautils:color_blockCoal@6,ExtraUtilities:color_blockCoal,false,ExtraUtilities
blockCoalGray,1xtile.extrautils:color_blockCoal@8,ExtraUtilities:color_blockCoal,false,ExtraUtilities
blockCoalGreen,1xtile.extrautils:color_blockCoal@2,ExtraUtilities:color_blockCoal,false,ExtraUtilities
blockCoalLightBlue,1xtile.extrautils:color_blockCoal@12,ExtraUtilities:color_blockCoal,false,ExtraUtilities
blockCoalLightGray,1xtile.extrautils:color_blockCoal@7,ExtraUtilities:color_blockCoal,false,ExtraUtilities
blockCoalLime,1xtile.extrautils:color_blockCoal@10,ExtraUtilities:color_blockCoal,false,ExtraUtilities
blockCoalMagenta,1xtile.extrautils:color_blockCoal@13,ExtraUtilities:color_blockCoal,false,ExtraUtilities
blockCoalOrange,1xtile.extrautils:color_blockCoal@14,ExtraUtilities:color_blockCoal,false,ExtraUtilities
blockCoalPink,1xtile.extrautils:color_blockCoal@9,ExtraUtilities:color_blockCoal,false,ExtraUtilities
blockCoalPurple,1xtile.extrautils:color_blockCoal@5,ExtraUtilities:color_blockCoal,false,ExtraUtilities
blockCoalRed,1xtile.extrautils:color_blockCoal@1,ExtraUtilities:color_blockCoal,false,ExtraUtilities
blockCoalWhite,1xtile.extrautils:color_blockCoal@15,ExtraUtilities:color_blockCoal,false,ExtraUtilities
blockCoalYellow,1xtile.extrautils:color_blockCoal@11,ExtraUtilities:color_blockCoal,false,ExtraUtilities
blockCobalt,1xtile.tconstruct.metalblock@0,TConstruct:MetalBlock,false,TConstruct
blockConductiveIron,1xtile.blockIngotStorage@4,EnderIO:blockIngotStorage,false,EnderIO
blockCopper,1xtile.thermalfoundation.storage@0,ThermalFoundation:Storage,false,ThermalFoundation
blockCopper,1xtile.for.resourceStorage@1,Forestry:resourceStorage,false,Forestry
blockCopper,1xtile.metal.block.base.block@0,Metallurgy:base.block,false,Metallurgy
blockCopper,1xtile.steamcraft:blockCopper@0,Steamcraft:blockCopper,false,Steamcraft
blockCopper,1xtile.tconstruct.metalblock@3,TConstruct:MetalBlock,false,TConstruct
blockCopper,1xtile.BasicBlock@12,Mekanism:BasicBlock,false,Mekanism
blockCrystalFlux,1xtile.redstonearsenal.storage@1,RedstoneArsenal:Storage,false,RedstoneArsenal
blockCyanite,1xtile.brMetal.0@1,BigReactors:BRMetalBlock,false,BigReactors
blockDamascusSteel,1xtile.metal.block.base.block@5,Metallurgy:base.block,false,Metallurgy
blockDarkSteel,1xtile.blockIngotStorage@6,EnderIO:blockIngotStorage,false,EnderIO
blockDeepIron,1xtile.metal.block.fantasy.block@1,Metallurgy:fantasy.block,false,Metallurgy
blockDesichalkos,1xtile.metal.block.ender.block@2,Metallurgy:ender.block,false,Metallurgy
blockDiamond,1xtile.blockDiamond@0,minecraft:diamond_block,false,minecraft
blockElectricalSteel,1xtile.blockIngotStorage@0,EnderIO:blockIngotStorage,false,EnderIO
blockElectrum,1xtile.thermalfoundation.storage@7,ThermalFoundation:Storage,false,ThermalFoundation
blockElectrum,1xtile.metal.block.precious.block@4,Metallurgy:precious.block,false,Metallurgy
blockElectrumFlux,1xtile.redstonearsenal.storage@0,RedstoneArsenal:Storage,false,RedstoneArsenal
blockEmerald,1xtile.blockEmerald@0,minecraft:emerald_block,false,minecraft
blockEnder,1xtile.tconstruct.metalblock@10,TConstruct:MetalBlock,false,TConstruct
blockEnderium,1xtile.thermalfoundation.storage@12,ThermalFoundation:Storage,false,ThermalFoundation
blockEnergeticAlloy,1xtile.blockIngotStorage@1,EnderIO:blockIngotStorage,false,EnderIO
blockEximite,1xtile.metal.block.ender.block@0,Metallurgy:ender.block,false,Metallurgy
blockFairy,1xtile.solid.metal.block.blockFunStuff@0,ExtraTiC:blockFunStuff,false,ExtraTiC
blockGelidEnderium,1xtile.RArm.storage@0,RArm:BlockIngotStorage,false,RArm
blockGlass,1xtile.glass@0,minecraft:glass,false,minecraft
blockGlass,1xtile.stainedGlass@32767,minecraft:stained_glass,true,minecraft
blockGlass,1xtile.mfr.stainedglass.block@32767,MineFactoryReloaded:stainedglass.block,true,MineFactoryReloaded
blockGlass,1xtile.artifice.glasswall@0,Artifice:tile.artifice.glasswall,false,Artifice
blockGlass,1xtile.artifice.glasswalldark@0,Artifice:tile.artifice.glasswalldark,false,Artifice
blockGlass,1xtile.artifice.glasswall@1,Artifice:tile.artifice.glasswall,false,Artifice
blockGlass,1xtile.artifice.glasswalldark@1,Artifice:tile.artifice.glasswalldark,false,Artifice
blockGlass,1xtile.artifice.glasswall@2,Artifice:tile.artifice.glasswall,false,Artifice
blockGlass,1xtile.artifice.glasswalldark@2,Artifice:tile.artifice.glasswalldark,false,Artifice
blockGlass,1xtile.artifice.glasswall@3,Artifice:tile.artifice.glasswall,false,Artifice
blockGlass,1xtile.artifice.glasswalldark@3,Artifice:tile.artifice.glasswalldark,false,Artifice
blockGlass,1xtile.blockFusedQuartz@1,EnderIO:blockFusedQuartz,false,EnderIO
blockGlass,1xtile.extrautils:decorativeBlock2@0,ExtraUtilities:decorativeBlock2,false,ExtraUtilities
blockGlass,1xtile.extrautils:decorativeBlock2@1,ExtraUtilities:decorativeBlock2,false,ExtraUtilities
blockGlass,1xtile.extrautils:decorativeBlock2@2,ExtraUtilities:decorativeBlock2,false,ExtraUtilities
blockGlass,1xtile.extrautils:decorativeBlock2@3,ExtraUtilities:decorativeBlock2,false,ExtraUtilities
blockGlass,1xtile.extrautils:decorativeBlock2@6,ExtraUtilities:decorativeBlock2,false,ExtraUtilities
blockGlass,1xtile.extrautils:decorativeBlock2@9,ExtraUtilities:decorativeBlock2,false,ExtraUtilities
blockGlass,1xtile.GlassBlock@0,TConstruct:GlassBlock,false,TConstruct
blockGlassBlack,1xtile.stainedGlass@15,minecraft:stained_glass,false,minecraft
blockGlassBlack,1xtile.mfr.stainedglass.block@15,MineFactoryReloaded:stainedglass.block,false,MineFactoryReloaded
blockGlassBlue,1xtile.stainedGlass@11,minecraft:stained_glass,false,minecraft
blockGlassBlue,1xtile.mfr.stainedglass.block@11,MineFactoryReloaded:stainedglass.block,false,MineFactoryReloaded
blockGlassBrown,1xtile.stainedGlass@12,minecraft:stained_glass,false,minecraft
blockGlassBrown,1xtile.mfr.stainedglass.block@12,MineFactoryReloaded:stainedglass.block,false,MineFactoryReloaded
blockGlassColorless,1xtile.glass@0,minecraft:glass,false,minecraft
blockGlassCyan,1xtile.stainedGlass@9,minecraft:stained_glass,false,minecraft
blockGlassCyan,1xtile.mfr.stainedglass.block@9,MineFactoryReloaded:stainedglass.block,false,MineFactoryReloaded
blockGlassGray,1xtile.stainedGlass@7,minecraft:stained_glass,false,minecraft
blockGlassGray,1xtile.mfr.stainedglass.block@7,MineFactoryReloaded:stainedglass.block,false,MineFactoryReloaded
blockGlassGreen,1xtile.stainedGlass@13,minecraft:stained_glass,false,minecraft
blockGlassGreen,1xtile.mfr.stainedglass.block@13,MineFactoryReloaded:stainedglass.block,false,MineFactoryReloaded
blockGlassHardened,1xtile.blockFusedQuartz@0,EnderIO:blockFusedQuartz,false,EnderIO
blockGlassHardened,1xtile.thermalexpansion.glass@0,ThermalExpansion:Glass,false,ThermalExpansion
blockGlassLightBlue,1xtile.stainedGlass@3,minecraft:stained_glass,false,minecraft
blockGlassLightBlue,1xtile.mfr.stainedglass.block@3,MineFactoryReloaded:stainedglass.block,false,MineFactoryReloaded
blockGlassLightGray,1xtile.stainedGlass@8,minecraft:stained_glass,false,minecraft
blockGlassLightGray,1xtile.mfr.stainedglass.block@8,MineFactoryReloaded:stainedglass.block,false,MineFactoryReloaded
blockGlassLime,1xtile.stainedGlass@5,minecraft:stained_glass,false,minecraft
blockGlassLime,1xtile.mfr.stainedglass.block@5,MineFactoryReloaded:stainedglass.block,false,MineFactoryReloaded
blockGlassMagenta,1xtile.stainedGlass@2,minecraft:stained_glass,false,minecraft
blockGlassMagenta,1xtile.mfr.stainedglass.block@2,MineFactoryReloaded:stainedglass.block,false,MineFactoryReloaded
blockGlassOrange,1xtile.stainedGlass@1,minecraft:stained_glass,false,minecraft
blockGlassOrange,1xtile.mfr.stainedglass.block@1,MineFactoryReloaded:stainedglass.block,false,MineFactoryReloaded
blockGlassPink,1xtile.stainedGlass@6,minecraft:stained_glass,false,minecraft
blockGlassPink,1xtile.mfr.stainedglass.block@6,MineFactoryReloaded:stainedglass.block,false,MineFactoryReloaded
blockGlassPurple,1xtile.stainedGlass@10,minecraft:stained_glass,false,minecraft
blockGlassPurple,1xtile.mfr.stainedglass.block@10,MineFactoryReloaded:stainedglass.block,false,MineFactoryReloaded
blockGlassRed,1xtile.stainedGlass@14,minecraft:stained_glass,false,minecraft
blockGlassRed,1xtile.mfr.stainedglass.block@14,MineFactoryReloaded:stainedglass.block,false,MineFactoryReloaded
blockGlassWhite,1xtile.stainedGlass@0,minecraft:stained_glass,false,minecraft
blockGlassWhite,1xtile.mfr.stainedglass.block@0,MineFactoryReloaded:stainedglass.block,false,MineFactoryReloaded
blockGlassYellow,1xtile.stainedGlass@4,minecraft:stained_glass,false,minecraft
blockGlassYellow,1xtile.mfr.stainedglass.block@4,MineFactoryReloaded:stainedglass.block,false,MineFactoryReloaded
blockGold,1xtile.blockGold@0,minecraft:gold_block,false,minecraft
blockGraphite,1xtile.brMetal.0@2,BigReactors:BRMetalBlock,false,BigReactors
blockHaderoth,1xtile.metal.block.fantasy.block@10,Metallurgy:fantasy.block,false,Metallurgy
blockHepatizon,1xtile.metal.block.base.block@4,Metallurgy:base.block,false,Metallurgy
blockHopper,1xtile.hopper@0,minecraft:hopper,false,minecraft
blockIce,1xtile.ice@0,minecraft:ice,false,minecraft
blockIgnatius,1xtile.metal.block.nether.block@0,Metallurgy:nether.block,false,Metallurgy
blockInfuscolium,1xtile.metal.block.fantasy.block@2,Metallurgy:fantasy.block,false,Metallurgy
blockInolashite,1xtile.metal.block.nether.block@11,Metallurgy:nether.block,false,Metallurgy
blockInvar,1xtile.thermalfoundation.storage@8,ThermalFoundation:Storage,false,ThermalFoundation
blockIron,1xtile.blockIron@0,minecraft:iron_block,false,minecraft
blockIronCompressed,1xtile.compressedIronBlock@0,PneumaticCraft:compressedIronBlock,false,PneumaticCraft
blockKalendrite,1xtile.metal.block.nether.block@7,Metallurgy:nether.block,false,Metallurgy
blockLapis,1xtile.blockLapis@0,minecraft:lapis_block,false,minecraft
blockLapis,1xtile.extrautils:color_blockLapis@0,ExtraUtilities:color_blockLapis,false,ExtraUtilities
blockLapis,1xtile.extrautils:color_blockLapis@1,ExtraUtilities:color_blockLapis,false,ExtraUtilities
blockLapis,1xtile.extrautils:color_blockLapis@2,ExtraUtilities:color_blockLapis,false,ExtraUtilities
blockLapis,1xtile.extrautils:color_blockLapis@3,ExtraUtilities:color_blockLapis,false,ExtraUtilities
blockLapis,1xtile.extrautils:color_blockLapis@4,ExtraUtilities:color_blockLapis,false,ExtraUtilities
blockLapis,1xtile.extrautils:color_blockLapis@5,ExtraUtilities:color_blockLapis,false,ExtraUtilities
blockLapis,1xtile.extrautils:color_blockLapis@6,ExtraUtilities:color_blockLapis,false,ExtraUtilities
blockLapis,1xtile.extrautils:color_blockLapis@7,ExtraUtilities:color_blockLapis,false,ExtraUtilities
blockLapis,1xtile.extrautils:color_blockLapis@8,ExtraUtilities:color_blockLapis,false,ExtraUtilities
blockLapis,1xtile.extrautils:color_blockLapis@9,ExtraUtilities:color_blockLapis,false,ExtraUtilities
blockLapis,1xtile.extrautils:color_blockLapis@10,ExtraUtilities:color_blockLapis,false,ExtraUtilities
blockLapis,1xtile.extrautils:color_blockLapis@11,ExtraUtilities:color_blockLapis,false,ExtraUtilities
blockLapis,1xtile.extrautils:color_blockLapis@12,ExtraUtilities:color_blockLapis,false,ExtraUtilities
blockLapis,1xtile.extrautils:color_blockLapis@13,ExtraUtilities:color_blockLapis,false,ExtraUtilities
blockLapis,1xtile.extrautils:color_blockLapis@14,ExtraUtilities:color_blockLapis,false,ExtraUtilities
blockLapis,1xtile.extrautils:color_blockLapis@15,ExtraUtilities:color_blockLapis,false,ExtraUtilities
blockLapisBlack,1xtile.extrautils:color_blockLapis@0,ExtraUtilities:color_blockLapis,false,ExtraUtilities
blockLapisBlue,1xtile.extrautils:color_blockLapis@4,ExtraUtilities:color_blockLapis,false,ExtraUtilities
blockLapisBrown,1xtile.extrautils:color_blockLapis@3,ExtraUtilities:color_blockLapis,false,ExtraUtilities
blockLapisCyan,1xtile.extrautils:color_blockLapis@6,ExtraUtilities:color_blockLapis,false,ExtraUtilities
blockLapisGray,1xtile.extrautils:color_blockLapis@8,ExtraUtilities:color_blockLapis,false,ExtraUtilities
blockLapisGreen,1xtile.extrautils:color_blockLapis@2,ExtraUtilities:color_blockLapis,false,ExtraUtilities
blockLapisLightBlue,1xtile.extrautils:color_blockLapis@12,ExtraUtilities:color_blockLapis,false,ExtraUtilities
blockLapisLightGray,1xtile.extrautils:color_blockLapis@7,ExtraUtilities:color_blockLapis,false,ExtraUtilities
blockLapisLime,1xtile.extrautils:color_blockLapis@10,ExtraUtilities:color_blockLapis,false,ExtraUtilities
blockLapisMagenta,1xtile.extrautils:color_blockLapis@13,ExtraUtilities:color_blockLapis,false,ExtraUtilities
blockLapisOrange,1xtile.extrautils:color_blockLapis@14,ExtraUtilities:color_blockLapis,false,ExtraUtilities
blockLapisPink,1xtile.extrautils:color_blockLapis@9,ExtraUtilities:color_blockLapis,false,ExtraUtilities
blockLapisPurple,1xtile.extrautils:color_blockLapis@5,ExtraUtilities:color_blockLapis,false,ExtraUtilities
blockLapisPurple,1xtile.RArm.random@0,RArm:BlockRandomThings,false,RArm
blockLapisRed,1xtile.extrautils:color_blockLapis@1,ExtraUtilities:color_blockLapis,false,ExtraUtilities
blockLapisWhite,1xtile.extrautils:color_blockLapis@15,ExtraUtilities:color_blockLapis,false,ExtraUtilities
blockLapisYellow,1xtile.extrautils:color_blockLapis@11,ExtraUtilities:color_blockLapis,false,ExtraUtilities
blockLead,1xtile.thermalfoundation.storage@3,ThermalFoundation:Storage,false,ThermalFoundation
blockLemurite,1xtile.metal.block.nether.block@2,Metallurgy:nether.block,false,Metallurgy
blockLimestone,1xtile.artifice.limestone.gray@0,Artifice:tile.artifice.limestone.gray,false,Artifice
blockLimestone,1xtile.artifice.limestone.lightgray@0,Artifice:tile.artifice.limestone.lightgray,false,Artifice
blockLimestone,1xtile.artifice.limestone.brown@0,Artifice:tile.artifice.limestone.brown,false,Artifice
blockLimestone,1xtile.artifice.limestone.tan@0,Artifice:tile.artifice.limestone.tan,false,Artifice
blockLimestone,1xtile.artifice.limestone.reddish@0,Artifice:tile.artifice.limestone.reddish,false,Artifice
blockLimestone,1xtile.artifice.limestone.bluish@0,Artifice:tile.artifice.limestone.bluish,false,Artifice
blockLimestone,1xtile.artifice.limestone.greenish@0,Artifice:tile.artifice.limestone.greenish,false,Artifice
blockLudicrite,1xtile.brMetal.0@4,BigReactors:BRMetalBlock,false,BigReactors
blockLumium,1xtile.thermalfoundation.storage@11,ThermalFoundation:Storage,false,ThermalFoundation
blockMagnesium,1xtile.metal.block.utility.block@3,Metallurgy:utility.block,false,Metallurgy
blockManganese,1xtile.metal.block.base.block@2,Metallurgy:base.block,false,Metallurgy
blockManyullyn,1xtile.tconstruct.metalblock@2,TConstruct:MetalBlock,false,TConstruct
blockMarble,1xtile.artifice.marble@0,Artifice:tile.artifice.marble,false,Artifice
blockMarble,1xtile.projectred.exploration.stone@0,ProjRed|Exploration:projectred.exploration.stone,false,ProjRed|Exploration
blockMeat,1xtile.mfr.decorative.brick@13,MineFactoryReloaded:brick,false,MineFactoryReloaded
blockMeatRaw,1xtile.flesh@0,BiomesOPlenty:flesh,false,BiomesOPlenty
blockMeatRaw,1xtile.mfr.decorative.brick@12,MineFactoryReloaded:brick,false,MineFactoryReloaded
blockMeutoite,1xtile.metal.block.ender.block@1,Metallurgy:ender.block,false,Metallurgy
blockMidasium,1xtile.metal.block.nether.block@3,Metallurgy:nether.block,false,Metallurgy
blockMithril,1xtile.thermalfoundation.storage@6,ThermalFoundation:Storage,false,ThermalFoundation
blockMithril,1xtile.metal.block.fantasy.block@7,Metallurgy:fantasy.block,false,Metallurgy
